index,x,y,r (pixel),is_circle,r (um),probability
0,102,632,45,yes,45,0.42857142857142855
15,276,92,89,yes,89,0.424
2,62,392,60,yes,60,0.37202380952380953
21,602,318,104,yes,104,0.3282312925170068
11,470,450,86,yes,86,0.3243801652892562
12,318,356,86,yes,86,0.21694214876033058
10,792,230,84,yes,84,0.21690140845070421
16,290,74,92,no,92,0.19854721549636803
30,644,108,115,yes,115,0.19478260869565217
25,120,48,110,no,110,0.1891891891891892
17,436,198,93,yes,93,0.183206106870229
24,654,90,109,no,109,0.1797979797979798
9,630,76,78,no,78,0.1614457831325301
13,618,304,86,no,86,0.1590909090909091
19,100,46,94,yes,94,0.1568627450980392
7,594,292,73,no,73,0.15048543689320387
31,164,494,115,no,115,0.14969135802469136
34,634,316,120,no,120,0.14201183431952663
14,802,208,88,no,88,0.14121037463976946
6,338,360,72,no,72,0.13366336633663367
18,180,506,94,yes,94,0.12878787878787878
22,456,180,106,no,106,0.12248322147651007
32,194,490,116,no,116,0.11890243902439024
39,160,248,136,no,136,0.1171875
29,254,106,114,no,114,0.11327433628318584
27,424,214,113,no,113,0.11163522012578617
26,138,250,113,yes,113,0.10849056603773585
37,674,102,128,no,128,0.1082024432809773
28,268,68,113,no,113,0.1076923076923077
23,482,434,107,no,107,0.10099337748344371
35,418,176,121,no,121,0.09941520467836257
4,174,476,70,no,70,0.09693877551020408
33,672,76,116,no,116,0.09563409563409564
38,458,202,131,no,131,0.09324324324324325
5,114,214,71,no,71,0.0875
36,580,312,121,no,121,0.08625730994152046
20,304,92,102,no,102,0.07910750507099391
3,304,338,66,no,66,0.07795698924731183
41,132,228,138,no,138,0.07779349363507779
40,114,250,137,no,137,0.07062600321027288
8,620,104,74,no,74,0.036057692307692304
1,464,426,58,no,58,0.03048780487804878
