index,x,y,r (pixel),is_circle,r (um),probability
16,494,440,38,yes,38,0.5566037735849056
20,608,186,43,yes,43,0.4791666666666667
38,692,486,49,yes,49,0.43478260869565216
68,710,108,60,yes,60,0.4226190476190476
12,300,152,33,yes,33,0.4076086956521739
44,844,336,51,yes,51,0.39622641509433965
23,280,70,44,yes,44,0.38306451612903225
3,450,138,26,yes,26,0.375
9,664,34,29,yes,29,0.3719512195121951
21,418,202,43,yes,43,0.36666666666666664
11,250,406,33,yes,33,0.3641304347826087
57,822,134,56,yes,56,0.3640552995391705
31,518,126,47,yes,47,0.36363636363636365
5,438,52,27,yes,27,0.3618421052631579
1,552,406,21,yes,21,0.35344827586206895
22,158,446,44,yes,44,0.35080645161290325
15,748,422,36,yes,36,0.35
56,96,180,56,yes,56,0.33544303797468356
69,626,406,60,yes,60,0.3333333333333333
14,562,466,35,yes,35,0.33163265306122447
74,184,352,62,yes,62,0.3275862068965517
39,604,84,49,yes,49,0.32608695652173914
92,44,318,77,yes,77,0.32459016393442625
84,50,456,66,yes,66,0.3217993079584775
53,512,24,55,yes,55,0.32019704433497537
76,374,112,62,yes,62,0.3132183908045977
75,208,150,62,yes,62,0.3132183908045977
0,478,74,20,yes,20,0.30357142857142855
4,798,388,26,yes,26,0.2986111111111111
25,612,530,45,yes,45,0.2896825396825397
55,300,344,56,yes,56,0.2848101265822785
26,546,592,45,yes,45,0.28174603174603174
42,458,632,51,yes,51,0.28125
66,242,498,59,yes,59,0.27710843373493976
8,376,358,28,yes,28,0.27564102564102566
34,122,80,48,yes,48,0.26865671641791045
40,478,526,50,yes,50,0.26785714285714285
41,266,672,50,yes,50,0.2634730538922156
18,446,382,40,yes,40,0.26339285714285715
71,4,88,60,yes,60,0.2598870056497175
48,762,560,53,yes,53,0.25675675675675674
27,300,584,46,yes,46,0.25384615384615383
45,720,346,52,yes,52,0.2534246575342466
59,636,270,56,no,56,0.25316455696202533
2,74,646,22,no,22,0.25
77,516,232,62,yes,62,0.25
87,742,234,70,yes,70,0.24744897959183673
33,798,54,47,no,47,0.24621212121212122
83,88,578,65,yes,65,0.2445054945054945
54,528,350,56,yes,56,0.24367088607594936
90,362,456,72,yes,72,0.24257425742574257
10,154,510,30,yes,30,0.23809523809523808
35,392,564,48,yes,48,0.23507462686567165
17,380,668,38,no,38,0.23404255319148937
19,232,246,42,yes,42,0.2330508474576271
70,626,288,60,yes,60,0.23214285714285715
29,760,406,46,no,46,0.22692307692307692
82,850,462,64,no,64,0.2185792349726776
62,536,332,58,no,58,0.21341463414634146
88,416,316,70,no,70,0.20408163265306123
37,200,594,49,yes,49,0.2028985507246377
36,554,572,48,no,48,0.19402985074626866
63,112,166,58,no,58,0.19207317073170732
28,310,566,46,no,46,0.18846153846153846
46,422,296,52,yes,52,0.18835616438356165
58,254,482,56,no,56,0.18670886075949367
6,338,34,27,yes,27,0.18421052631578946
89,374,436,71,no,71,0.1825
80,76,432,64,no,64,0.18055555555555555
67,650,596,59,no,59,0.17771084337349397
51,470,612,54,no,54,0.17434210526315788
60,494,506,56,no,56,0.17405063291139242
24,70,454,44,no,44,0.17338709677419356
43,400,540,51,no,51,0.1701388888888889
52,342,222,54,no,54,0.16447368421052633
72,106,560,60,no,60,0.16071428571428573
94,352,474,92,no,92,0.1576923076923077
30,618,512,46,no,46,0.15
79,224,136,62,no,62,0.14942528735632185
64,218,570,58,no,58,0.14939024390243902
61,202,336,56,no,56,0.14873417721518986
86,746,660,68,no,68,0.14814814814814814
81,430,276,64,no,64,0.14722222222222223
65,528,216,58,no,58,0.14634146341463414
73,320,328,61,no,61,0.14534883720930233
95,392,420,94,no,94,0.14393939393939395
78,636,384,62,no,62,0.14080459770114942
85,382,92,66,no,66,0.13440860215053763
91,80,194,73,no,73,0.12378640776699029
49,636,622,53,yes,53,0.11486486486486487
93,734,216,78,no,78,0.1
13,262,502,34,no,34,0.09375
7,214,50,27,yes,27,0.08552631578947369
50,326,236,54,yes,54,0.07894736842105263
32,54,436,47,no,47,0.07575757575757576
47,68,314,52,no,52,0.06506849315068493
