index,x,y,r (pixel),is_circle,r (um),probability
28,852,324,128,yes,128,0.42382271468144045
2,664,278,58,yes,58,0.3597560975609756
19,678,6,94,yes,94,0.3176895306859206
20,372,676,97,yes,97,0.3174061433447099
25,542,182,112,yes,112,0.31329113924050633
17,98,50,87,yes,87,0.3025936599423631
33,616,468,140,yes,140,0.30076142131979694
14,440,338,82,yes,82,0.24565217391304348
8,730,158,71,yes,71,0.2275
30,274,474,134,yes,134,0.2208994708994709
16,114,324,85,yes,85,0.21458333333333332
29,294,182,132,yes,132,0.2110215053763441
27,620,448,122,no,122,0.21075581395348839
0,94,182,41,no,41,0.19736842105263158
24,552,164,109,no,109,0.18181818181818182
10,832,508,74,no,74,0.17408906882591094
15,126,306,84,no,84,0.1673728813559322
36,284,200,152,no,152,0.1530373831775701
9,550,626,73,no,73,0.14893617021276595
34,638,460,143,no,143,0.1311881188118812
4,672,260,63,no,63,0.12921348314606743
22,438,318,102,no,102,0.1232638888888889
38,270,184,156,no,156,0.1159090909090909
40,596,472,162,no,162,0.11244541484716157
44,590,158,167,no,167,0.10344827586206896
39,278,164,156,no,156,0.10340909090909091
41,326,196,164,no,164,0.10064935064935066
21,598,426,99,no,99,0.09821428571428571
42,306,472,165,no,165,0.09549356223175966
13,744,142,81,no,81,0.08991228070175439
12,530,158,80,no,80,0.084070796460177
26,280,450,113,no,113,0.08333333333333333
31,512,174,135,no,135,0.08289473684210526
6,570,148,68,no,68,0.078125
5,460,334,64,no,64,0.07777777777777778
32,566,192,137,no,137,0.07772020725388601
11,256,146,79,no,79,0.07432432432432433
1,710,160,52,no,52,0.0684931506849315
18,264,436,93,no,93,0.0648854961832061
35,508,202,150,no,150,0.06367924528301887
37,308,156,153,no,153,0.06365740740740741
3,528,630,60,no,60,0.06143344709897611
45,578,488,184,no,184,0.05673076923076923
43,302,212,167,no,167,0.05614406779661017
7,74,46,68,no,68,0.05263157894736842
23,850,304,105,no,105,0.03678929765886288
